schedule_id,class_id,version,scenario,day_of_week,day_vn,shift,start_time,end_time,building,floor,room_id,room_capacity,num_students,motorbike_ratio,dorm_ratio,primary_lot,motorbike_to_P1,motorbike_to_P2,motorbike_to_P3,distance_building_to_primary_lot_m,arrival_window_start,arrival_window_end,departure_window_start,departure_window_end,is_event
SCH00586,LHP0174,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,5,A2-0506,85,53,0.86,0.23,P1,43,0,2,150,12:30,13:00,15:40,16:10,N
SCH00587,LHP0174,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,5,A2-0506,85,53,0.86,0.23,P1,43,0,2,150,12:30,13:00,15:40,16:10,N
SCH00588,LHP0174,baseline,Normal,Thu,Thu 5,Ca4,15:50,18:30,A2,10,A2-1003,104,53,0.86,0.23,P1,43,0,2,150,15:20,15:50,18:30,19:00,N
SCH00589,LHP0174,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,B,1,B-0104,54,53,0.86,0.23,P1,40,0,5,100,12:30,13:00,15:40,16:10,N
SCH00590,LHP0174,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,D,4,D-0402,78,53,0.86,0.23,P2,0,40,5,180,12:30,13:00,15:40,16:10,N
SCH00591,LHP0175,baseline,Normal,Sat,Thu 7,Ca2,09:35,12:15,A2,8,A2-0813,107,60,0.94,0.11,P1,55,0,1,150,09:05,09:35,12:15,12:45,N
SCH00592,LHP0175,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0203,60,60,0.94,0.11,P1,55,0,1,100,06:15,06:45,09:25,09:55,N
SCH00593,LHP0175,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0203,60,60,0.94,0.11,P1,55,0,1,100,06:15,06:45,09:25,09:55,N
SCH00594,LHP0175,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,D,3,D-0308,77,60,0.94,0.11,P2,0,53,3,180,09:05,09:35,12:15,12:45,N
SCH00595,LHP0175,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,7,A2-0704,100,60,0.94,0.11,P1,53,0,3,150,06:15,06:45,09:25,09:55,N
SCH00596,LHP0176,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,C,3,C-0306,59,59,0.94,0.08,P2,0,54,1,120,12:30,13:00,15:40,16:10,N
SCH00597,LHP0176,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,3,C-0306,59,59,0.94,0.08,P2,0,54,1,120,12:30,13:00,15:40,16:10,N
SCH00598,LHP0176,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,3,C-0306,59,59,0.94,0.08,P2,0,54,1,120,12:30,13:00,15:40,16:10,N
SCH00599,LHP0176,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,D,4,D-0404,60,59,0.94,0.08,P2,0,53,2,180,12:30,13:00,15:40,16:10,N
SCH00600,LHP0176,optimized,Peak,Wed,Thu 4,Ca2,09:35,12:15,D,3,D-0307,78,59,0.94,0.08,P2,0,53,2,180,09:05,09:35,12:15,12:45,N
SCH00601,LHP0177,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,C,2,A2-0210,106,65,0.82,0.21,P2,0,51,2,120,06:15,06:45,09:25,09:55,N
SCH00602,LHP0177,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,A2,3,A2-0311,104,65,0.82,0.21,P1,47,0,6,150,09:05,09:35,12:15,12:45,N
SCH00603,LHP0178,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,D,3,D-0302,67,37,0.84,0.18,P2,0,30,1,180,12:30,13:00,15:40,16:10,N
SCH00604,LHP0178,baseline,Peak,Wed,Thu 4,Ca4,15:50,18:30,A2,10,A2-1010,87,37,0.84,0.18,P1,30,0,1,150,15:20,15:50,18:30,19:00,N
SCH00605,LHP0178,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,1,A2-0106,94,37,0.84,0.18,P1,28,0,3,150,12:30,13:00,15:40,16:10,N
SCH00606,LHP0178,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,5,A2-0508,86,37,0.84,0.18,P1,28,0,3,150,06:15,06:45,09:25,09:55,N
SCH00607,LHP0179,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,8,A2-0811,96,54,0.91,0.24,P1,47,0,2,150,06:15,06:45,09:25,09:55,N
SCH00608,LHP0179,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,8,A2-0811,96,54,0.91,0.24,P1,47,0,2,150,06:15,06:45,09:25,09:55,N
SCH00609,LHP0179,optimized,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,6,A2-0608,90,54,0.91,0.24,P1,43,0,6,150,12:30,13:00,15:40,16:10,N
SCH00610,LHP0180,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,1,A2-0102,87,60,0.76,0.23,P1,43,0,2,150,12:30,13:00,15:40,16:10,N
SCH00611,LHP0180,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,C,5,D-0505,87,60,0.76,0.23,P2,0,40,5,120,06:15,06:45,09:25,09:55,N
SCH00612,LHP0181,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,A2,1,A2-0111,117,44,0.88,0.18,P1,38,0,1,150,06:15,06:45,09:25,09:55,N
SCH00613,LHP0181,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,D,3,D-0307,78,44,0.88,0.18,P2,0,35,4,180,09:05,09:35,12:15,12:45,N
SCH00614,LHP0182,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,C,8,A2-0810,114,71,0.83,0.08,P2,0,58,1,120,06:15,06:45,09:25,09:55,N
SCH00615,LHP0182,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,C,4,A2-0410,98,71,0.83,0.08,P2,0,58,1,120,06:15,06:45,09:25,09:55,N
SCH00616,LHP0182,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,C,4,A2-0410,98,71,0.83,0.08,P2,0,58,1,120,06:15,06:45,09:25,09:55,N
SCH00617,LHP0182,optimized,Normal,Tue,Thu 3,Ca3,13:00,15:40,C,5,D-0505,87,71,0.83,0.08,P2,0,57,2,120,12:30,13:00,15:40,16:10,N
SCH00618,LHP0182,optimized,Normal,Fri,Thu 6,Ca2,09:35,12:15,C,7,A2-0712,93,71,0.83,0.08,P2,0,57,2,120,09:05,09:35,12:15,12:45,N
SCH00619,LHP0183,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,6,A2-0605,84,61,0.77,0.1,P1,46,0,1,150,12:30,13:00,15:40,16:10,N
SCH00620,LHP0183,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,D,1,D-0107,82,61,0.77,0.1,P2,0,45,2,180,06:15,06:45,09:25,09:55,N
SCH00621,LHP0184,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,2,A2-0209,114,59,0.82,0.24,P1,47,0,2,150,06:15,06:45,09:25,09:55,N
SCH00622,LHP0184,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,2,A2-0209,114,59,0.82,0.24,P1,47,0,2,150,06:15,06:45,09:25,09:55,N
SCH00623,LHP0184,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,3,C-0306,59,59,0.82,0.24,P2,0,47,2,120,12:30,13:00,15:40,16:10,N
SCH00624,LHP0184,optimized,Normal,Tue,Thu 3,Ca2,09:35,12:15,A2,8,A2-0806,96,59,0.82,0.24,P1,43,0,6,150,09:05,09:35,12:15,12:45,N
SCH00625,LHP0184,optimized,Peak,Mon,Thu 2,Ca4,15:50,18:30,C,3,C-0306,59,59,0.82,0.24,P2,0,43,6,120,15:20,15:50,18:30,19:00,N
SCH00626,LHP0184,optimized,Worst,Mon,Thu 2,Ca4,15:50,18:30,C,3,C-0306,59,59,0.82,0.24,P2,0,43,6,120,15:20,15:50,18:30,19:00,N
SCH00627,LHP0185,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,3,C-0305,56,56,0.87,0.2,P2,0,47,2,120,12:30,13:00,15:40,16:10,N
SCH00628,LHP0185,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,3,C-0305,56,56,0.87,0.2,P2,0,47,2,120,12:30,13:00,15:40,16:10,N
SCH00629,LHP0185,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,D,5,D-0502,62,56,0.87,0.2,P2,0,47,2,180,12:30,13:00,15:40,16:10,N
SCH00630,LHP0185,optimized,Normal,Thu,Thu 5,Ca2,09:35,12:15,C,2,C-0201,58,56,0.87,0.2,P2,0,44,5,120,09:05,09:35,12:15,12:45,N
SCH00631,LHP0185,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,B,2,B-0206,56,56,0.87,0.2,P1,44,0,5,100,12:30,13:00,15:40,16:10,N
SCH00632,LHP0185,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,B,2,B-0206,56,56,0.87,0.2,P1,44,0,5,100,12:30,13:00,15:40,16:10,N
SCH00633,LHP0186,baseline,Normal,Sat,Thu 7,Ca3,13:00,15:40,A2,6,A2-0605,84,61,0.87,0.24,P1,50,0,3,150,12:30,13:00,15:40,16:10,N
SCH00634,LHP0186,optimized,Normal,Tue,Thu 3,Ca3,13:00,15:40,C,2,D-0202,81,61,0.87,0.24,P2,0,47,6,120,12:30,13:00,15:40,16:10,N
SCH00635,LHP0187,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,C,3,C-0307,53,43,0.84,0.24,P2,0,34,2,120,06:15,06:45,09:25,09:55,N
SCH00636,LHP0187,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,C,3,C-0307,53,43,0.84,0.24,P2,0,34,2,120,06:15,06:45,09:25,09:55,N
SCH00637,LHP0187,baseline,Normal,Sat,Thu 7,Ca2,09:35,12:15,A2,10,A2-1009,80,43,0.84,0.24,P1,34,0,2,150,09:05,09:35,12:15,12:45,N
SCH00638,LHP0187,optimized,Normal,Tue,Thu 3,Ca3,13:00,15:40,A2,3,A2-0305,97,43,0.84,0.24,P1,32,0,4,150,12:30,13:00,15:40,16:10,N
SCH00639,LHP0187,optimized,Normal,Sat,Thu 7,Ca2,09:35,12:15,D,5,D-0508,76,43,0.84,0.24,P2,0,32,4,180,09:05,09:35,12:15,12:45,N
SCH00640,LHP0188,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,D,2,D-0205,74,73,0.82,0.23,P2,0,57,3,180,06:15,06:45,09:25,09:55,N
SCH00641,LHP0188,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,2,A2-0206,81,73,0.82,0.23,P1,57,0,3,150,12:30,13:00,15:40,16:10,N
SCH00642,LHP0188,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,2,A2-0206,81,73,0.82,0.23,P1,57,0,3,150,12:30,13:00,15:40,16:10,N
SCH00643,LHP0188,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,9,A2-0905,112,73,0.82,0.23,P1,53,0,7,150,06:15,06:45,09:25,09:55,N
SCH00644,LHP0188,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,D,1,D-0103,84,73,0.82,0.23,P2,0,53,7,180,12:30,13:00,15:40,16:10,N
SCH00645,LHP0189,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,D,5,D-0506,70,55,0.81,0.24,P2,0,43,2,180,06:15,06:45,09:25,09:55,N
SCH00646,LHP0189,baseline,Peak,Wed,Thu 4,Ca4,15:50,18:30,D,5,D-0508,76,55,0.81,0.24,P2,0,43,2,180,15:20,15:50,18:30,19:00,N
SCH00647,LHP0189,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,10,A2-1007,96,55,0.81,0.24,P1,39,0,6,150,12:30,13:00,15:40,16:10,N
SCH00648,LHP0189,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,10,A2-1007,96,55,0.81,0.24,P1,39,0,6,150,12:30,13:00,15:40,16:10,N
SCH00649,LHP0189,optimized,Normal,Thu,Thu 5,Ca4,15:50,18:30,A2,4,A2-0409,115,55,0.81,0.24,P1,39,0,6,150,15:20,15:50,18:30,19:00,N
SCH00650,LHP0190,baseline,Normal,Tue,Thu 3,Ca3,13:00,15:40,B,3,B-0306,40,35,0.88,0.18,P1,30,0,1,100,12:30,13:00,15:40,16:10,N
SCH00651,LHP0190,optimized,Normal,Tue,Thu 3,Ca3,13:00,15:40,C,1,C-0106,47,35,0.88,0.18,P2,0,28,3,120,12:30,13:00,15:40,16:10,N
SCH00652,LHP0191,baseline,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,1,A2-0102,87,33,0.91,0.1,P1,29,0,1,150,06:15,06:45,09:25,09:55,N
SCH00653,LHP0191,optimized,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,1,C-0104,51,33,0.91,0.1,P2,0,28,2,120,12:30,13:00,15:40,16:10,N
SCH00654,LHP0192,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,B,2,B-0208,46,43,0.76,0.2,P1,32,0,1,100,06:15,06:45,09:25,09:55,N
SCH00655,LHP0192,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,C,3,C-0302,57,43,0.76,0.2,P2,0,29,4,120,15:20,15:50,18:30,19:00,N
SCH00656,LHP0193,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,6,A2-0613,104,44,0.82,0.08,P1,35,0,1,150,06:15,06:45,09:25,09:55,N
SCH00657,LHP0193,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,6,A2-0609,114,44,0.82,0.08,P1,35,0,1,150,12:30,13:00,15:40,16:10,N
SCH00658,LHP0193,optimized,Normal,Fri,Thu 6,Ca4,15:50,18:30,D,1,D-0102,77,44,0.82,0.08,P2,0,34,2,180,15:20,15:50,18:30,19:00,N
SCH00659,LHP0193,optimized,Normal,Thu,Thu 5,Ca4,15:50,18:30,C,3,C-0303,45,44,0.82,0.08,P2,0,34,2,120,15:20,15:50,18:30,19:00,N
SCH00660,LHP0194,baseline,Normal,Thu,Thu 5,Ca4,15:50,18:30,C,3,C-0302,57,47,0.92,0.08,P2,0,42,1,120,15:20,15:50,18:30,19:00,N
SCH00661,LHP0194,optimized,Normal,Sat,Thu 7,Ca2,09:35,12:15,A2,8,A2-0810,114,47,0.92,0.08,P1,41,0,2,150,09:05,09:35,12:15,12:45,N
SCH00662,LHP0195,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,C,1,C-0107,41,41,0.77,0.22,P2,0,31,1,120,12:30,13:00,15:40,16:10,N
SCH00663,LHP0195,optimized,Peak,Wed,Thu 4,Ca1,06:45,09:25,D,3,D-0302,67,41,0.77,0.22,P2,0,28,4,180,06:15,06:45,09:25,09:55,N
SCH00664,LHP0196,baseline,Normal,Sat,Thu 7,Ca2,09:35,12:15,A2,7,A2-0714,100,80,0.91,0.17,P1,70,0,2,150,09:05,09:35,12:15,12:45,N
SCH00665,LHP0196,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,D,1,D-0103,84,80,0.91,0.17,P2,0,66,6,180,12:30,13:00,15:40,16:10,N
SCH00666,LHP0196,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,D,1,D-0103,84,80,0.91,0.17,P2,0,66,6,180,12:30,13:00,15:40,16:10,N
SCH00667,LHP0197,baseline,Normal,Fri,Thu 6,Ca2,09:35,12:15,A2,5,A2-0502,84,33,0.78,0.13,P1,24,0,1,150,09:05,09:35,12:15,12:45,N
SCH00668,LHP0197,optimized,Peak,Wed,Thu 4,Ca4,15:50,18:30,B,2,B-0208,46,33,0.78,0.13,P1,23,0,2,100,15:20,15:50,18:30,19:00,N
SCH00669,LHP0198,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,10,A2-1003,104,60,0.84,0.12,P1,49,0,1,150,06:15,06:45,09:25,09:55,N
SCH00670,LHP0198,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,10,A2-1003,104,60,0.84,0.12,P1,49,0,1,150,06:15,06:45,09:25,09:55,N
SCH00671,LHP0198,optimized,Peak,Wed,Thu 4,Ca4,15:50,18:30,C,9,A2-0902,103,60,0.84,0.12,P2,0,47,3,120,15:20,15:50,18:30,19:00,N
SCH00672,LHP0199,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0106,94,62,0.79,0.17,P1,47,0,2,150,12:30,13:00,15:40,16:10,N
SCH00673,LHP0199,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,1,A2-0106,94,62,0.79,0.17,P1,47,0,2,150,12:30,13:00,15:40,16:10,N
SCH00674,LHP0199,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,D,5,D-0503,88,62,0.79,0.17,P2,0,47,2,180,12:30,13:00,15:40,16:10,N
SCH00675,LHP0199,optimized,Peak,Wed,Thu 4,Ca2,09:35,12:15,C,8,A2-0807,88,62,0.79,0.17,P2,0,45,4,120,09:05,09:35,12:15,12:45,N
SCH00676,LHP0199,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,D,5,D-0506,70,62,0.79,0.17,P2,0,45,4,180,06:15,06:45,09:25,09:55,N
SCH00677,LHP0200,baseline,Peak,Wed,Thu 4,Ca1,06:45,09:25,C,1,C-0105,49,49,0.84,0.24,P2,0,39,2,120,06:15,06:45,09:25,09:55,N
SCH00678,LHP0200,optimized,Normal,Fri,Thu 6,Ca4,15:50,18:30,C,1,C-0101,55,49,0.84,0.24,P2,0,36,5,120,15:20,15:50,18:30,19:00,N
SCH00679,LHP0201,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,B,3,B-0307,59,55,0.84,0.07,P1,45,0,1,100,12:30,13:00,15:40,16:10,N
SCH00680,LHP0201,baseline,Normal,Sat,Thu 7,Ca2,09:35,12:15,D,2,D-0203,80,55,0.84,0.07,P2,0,45,1,180,09:05,09:35,12:15,12:45,N
SCH00681,LHP0201,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,7,A2-0705,83,55,0.84,0.07,P1,44,0,2,150,12:30,13:00,15:40,16:10,N
SCH00682,LHP0201,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,7,A2-0705,83,55,0.84,0.07,P1,44,0,2,150,12:30,13:00,15:40,16:10,N
SCH00683,LHP0201,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,A2,2,A2-0206,81,55,0.84,0.07,P1,44,0,2,150,15:20,15:50,18:30,19:00,N
SCH00684,LHP0202,baseline,Normal,Thu,Thu 5,Ca1,06:45,09:25,D,5,D-0506,70,34,0.93,0.11,P2,0,30,1,180,06:15,06:45,09:25,09:55,N
SCH00685,LHP0202,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,C,1,C-0108,47,34,0.93,0.11,P2,0,29,2,120,12:30,13:00,15:40,16:10,N
SCH00686,LHP0203,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,10,A2-1012,97,47,0.87,0.17,P1,40,0,1,150,12:30,13:00,15:40,16:10,N
SCH00687,LHP0203,baseline,Normal,Tue,Thu 3,Ca1,06:45,09:25,A2,5,A2-0509,104,47,0.87,0.17,P1,40,0,1,150,06:15,06:45,09:25,09:55,N
SCH00688,LHP0203,optimized,Normal,Sat,Thu 7,Ca1,06:45,09:25,A2,4,A2-0402,96,47,0.87,0.17,P1,37,0,4,150,06:15,06:45,09:25,09:55,N
SCH00689,LHP0203,optimized,Peak,Mon,Thu 2,Ca3,13:00,15:40,C,1,C-0101,55,47,0.87,0.17,P2,0,37,4,120,12:30,13:00,15:40,16:10,N
SCH00690,LHP0203,optimized,Worst,Mon,Thu 2,Ca3,13:00,15:40,C,1,C-0101,55,47,0.87,0.17,P2,0,37,4,120,12:30,13:00,15:40,16:10,N
SCH00691,LHP0204,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,3,A2-0314,102,68,0.86,0.14,P1,56,0,2,150,12:30,13:00,15:40,16:10,N
SCH00692,LHP0204,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,3,A2-0314,102,68,0.86,0.14,P1,56,0,2,150,12:30,13:00,15:40,16:10,N
SCH00693,LHP0204,baseline,Peak,Wed,Thu 4,Ca3,13:00,15:40,A2,4,A2-0407,104,68,0.86,0.14,P1,56,0,2,150,12:30,13:00,15:40,16:10,N
SCH00694,LHP0204,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,9,A2-0912,90,68,0.86,0.14,P1,54,0,4,150,06:15,06:45,09:25,09:55,N
SCH00695,LHP0204,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,9,A2-0912,90,68,0.86,0.14,P1,54,0,4,150,06:15,06:45,09:25,09:55,N
SCH00696,LHP0204,optimized,Normal,Tue,Thu 3,Ca1,06:45,09:25,D,5,D-0503,88,68,0.86,0.14,P2,0,54,4,180,06:15,06:45,09:25,09:55,N
SCH00697,LHP0205,baseline,Normal,Tue,Thu 3,Ca3,13:00,15:40,A2,1,A2-0110,85,80,0.89,0.22,P1,69,0,3,150,12:30,13:00,15:40,16:10,N
SCH00698,LHP0205,baseline,Normal,Fri,Thu 6,Ca4,15:50,18:30,A2,10,A2-1008,115,80,0.89,0.22,P1,69,0,3,150,15:20,15:50,18:30,19:00,N
SCH00699,LHP0205,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,D,1,D-0104,83,80,0.89,0.22,P2,0,64,8,180,12:30,13:00,15:40,16:10,N
SCH00700,LHP0205,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,D,2,D-0202,81,80,0.89,0.22,P2,0,64,8,180,06:15,06:45,09:25,09:55,N
SCH00701,LHP0205,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,D,2,D-0202,81,80,0.89,0.22,P2,0,64,8,180,06:15,06:45,09:25,09:55,N
SCH00702,LHP0206,baseline,Normal,Fri,Thu 6,Ca3,13:00,15:40,B,1,A2-0103,81,76,0.92,0.14,P1,68,0,2,100,12:30,13:00,15:40,16:10,N
SCH00703,LHP0206,baseline,Peak,Mon,Thu 2,Ca3,13:00,15:40,A2,6,A2-0603,93,76,0.92,0.14,P1,68,0,2,150,12:30,13:00,15:40,16:10,N
SCH00704,LHP0206,baseline,Worst,Mon,Thu 2,Ca3,13:00,15:40,A2,6,A2-0603,93,76,0.92,0.14,P1,68,0,2,150,12:30,13:00,15:40,16:10,N
SCH00705,LHP0206,optimized,Peak,Mon,Thu 2,Ca4,15:50,18:30,A2,3,A2-0314,102,76,0.92,0.14,P1,65,0,5,150,15:20,15:50,18:30,19:00,N
SCH00706,LHP0206,optimized,Worst,Mon,Thu 2,Ca4,15:50,18:30,A2,3,A2-0314,102,76,0.92,0.14,P1,65,0,5,150,15:20,15:50,18:30,19:00,N
SCH00707,LHP0206,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,C,3,A2-0312,86,76,0.92,0.14,P2,0,65,5,120,12:30,13:00,15:40,16:10,N
SCH00708,LHP0207,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0207,59,51,0.92,0.13,P1,46,0,1,100,06:15,06:45,09:25,09:55,N
SCH00709,LHP0207,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0207,59,51,0.92,0.13,P1,46,0,1,100,06:15,06:45,09:25,09:55,N
SCH00710,LHP0207,baseline,Normal,Sat,Thu 7,Ca1,06:45,09:25,A2,5,A2-0506,85,51,0.92,0.13,P1,46,0,1,150,06:15,06:45,09:25,09:55,N
SCH00711,LHP0207,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0207,59,51,0.92,0.13,P1,44,0,3,100,06:15,06:45,09:25,09:55,N
SCH00712,LHP0207,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,B,2,B-0207,59,51,0.92,0.13,P1,44,0,3,100,06:15,06:45,09:25,09:55,N
SCH00713,LHP0207,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,A2,10,A2-1013,101,51,0.92,0.13,P1,44,0,3,150,15:20,15:50,18:30,19:00,N
SCH00714,LHP0208,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,1,A2-0107,88,57,0.81,0.1,P1,46,0,1,150,06:15,06:45,09:25,09:55,N
SCH00715,LHP0208,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,1,A2-0107,88,57,0.81,0.1,P1,46,0,1,150,06:15,06:45,09:25,09:55,N
SCH00716,LHP0208,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,2,A2-0207,115,57,0.81,0.1,P1,46,0,1,150,06:15,06:45,09:25,09:55,N
SCH00717,LHP0208,optimized,Normal,Tue,Thu 3,Ca4,15:50,18:30,A2,8,A2-0810,114,57,0.81,0.1,P1,45,0,2,150,15:20,15:50,18:30,19:00,N
SCH00718,LHP0208,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,D,3,D-0306,60,57,0.81,0.1,P2,0,45,2,180,12:30,13:00,15:40,16:10,N
SCH00719,LHP0209,baseline,Peak,Wed,Thu 4,Ca4,15:50,18:30,B,1,B-0101,49,34,0.77,0.07,P1,26,0,0,100,15:20,15:50,18:30,19:00,N
SCH00720,LHP0209,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,1,A2-0113,82,34,0.77,0.07,P1,25,0,1,150,06:15,06:45,09:25,09:55,N
SCH00721,LHP0209,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,1,A2-0113,82,34,0.77,0.07,P1,25,0,1,150,06:15,06:45,09:25,09:55,N
SCH00722,LHP0210,baseline,Normal,Fri,Thu 6,Ca1,06:45,09:25,A2,3,A2-0311,104,38,0.86,0.17,P1,32,0,1,150,06:15,06:45,09:25,09:55,N
SCH00723,LHP0210,optimized,Normal,Fri,Thu 6,Ca1,06:45,09:25,D,1,D-0108,69,38,0.86,0.17,P2,0,30,3,180,06:15,06:45,09:25,09:55,N
SCH00724,LHP0211,baseline,Normal,Thu,Thu 5,Ca3,13:00,15:40,A2,2,A2-0213,117,72,0.77,0.12,P1,55,0,1,150,12:30,13:00,15:40,16:10,N
SCH00725,LHP0211,baseline,Peak,Mon,Thu 2,Ca1,06:45,09:25,D,2,D-0207,76,72,0.77,0.12,P2,0,55,1,180,06:15,06:45,09:25,09:55,N
SCH00726,LHP0211,baseline,Worst,Mon,Thu 2,Ca1,06:45,09:25,D,2,D-0207,76,72,0.77,0.12,P2,0,55,1,180,06:15,06:45,09:25,09:55,N
SCH00727,LHP0211,optimized,Peak,Mon,Thu 2,Ca1,06:45,09:25,A2,2,A2-0214,97,72,0.77,0.12,P1,52,0,4,150,06:15,06:45,09:25,09:55,N
SCH00728,LHP0211,optimized,Worst,Mon,Thu 2,Ca1,06:45,09:25,A2,2,A2-0214,97,72,0.77,0.12,P1,52,0,4,150,06:15,06:45,09:25,09:55,N
SCH00729,LHP0211,optimized,Normal,Thu,Thu 5,Ca3,13:00,15:40,D,2,D-0205,74,72,0.77,0.12,P2,0,52,4,180,12:30,13:00,15:40,16:10,N
SCH00730,LHP0212,baseline,Peak,Mon,Thu 2,Ca4,15:50,18:30,C,9,A2-0908,83,76,0.76,0.11,P2,0,56,1,120,15:20,15:50,18:30,19:00,N
SCH00731,LHP0212,baseline,Worst,Mon,Thu 2,Ca4,15:50,18:30,C,9,A2-0908,83,76,0.76,0.11,P2,0,56,1,120,15:20,15:50,18:30,19:00,N
SCH00732,LHP0212,optimized,Normal,Fri,Thu 6,Ca3,13:00,15:40,A2,4,A2-0402,96,76,0.76,0.11,P1,54,0,3,150,12:30,13:00,15:40,16:10,N
